"Places","SearchTerm","Latitude","Longitude"
"Eddy County, ND","Eddy+County,+ND",47.71721,-98.91141
"Emmons County, ND","Emmons+County,+ND",46.28818,-100.24622
"Foster County, ND","Foster+County,+ND",47.45711,-98.8831
"Golden Valley County, ND","Golden+Valley+County,+ND",46.93551,-103.8274
"Grand Forks County, ND","Grand+Forks+County,+ND",47.93366,-97.45957
"Grant County, ND","Grant+County,+ND",46.36237,-101.548
"Griggs County, ND","Griggs+County,+ND",47.45657,-98.24258
"Hettinger County, ND","Hettinger+County,+ND",46.41822,-102.48671
"Kidder County, ND","Kidder+County,+ND",46.9795,-99.7606
"LaMoure County, ND","LaMoure+County,+ND",46.45687,-98.5356
"Logan County, ND","Logan+County,+ND",46.45765,-99.477
"McHenry County, ND","McHenry+County,+ND",48.24005,-100.62579
"McIntosh County, ND","McIntosh+County,+ND",46.11161,-99.44145
"McKenzie County, ND","McKenzie+County,+ND",47.73744,-103.34283
"McLean County, ND","McLean+County,+ND",47.50268,-101.03735
"Mercer County, ND","Mercer+County,+ND",47.27787,-101.71393
"Morton County, ND","Morton+County,+ND",46.63356,-101.18967
"Mountrail County, ND","Mountrail+County,+ND",48.14935,-102.37513
"Nelson County, ND","Nelson+County,+ND",47.93373,-98.20378
"Oliver County, ND","Oliver+County,+ND",47.13872,-101.35448
"Pembina County, ND","Pembina+County,+ND",48.77147,-97.55091
"Pierce County, ND","Pierce+County,+ND",48.19627,-100.04247
"Ramsey County, ND","Ramsey+County,+ND",48.2296,-98.74625
"Ransom County, ND","Ransom+County,+ND",46.45656,-97.65727
"Renville County, ND","Renville+County,+ND",48.72893,-101.75904
"Richland County, ND","Richland+County,+ND",46.28341,-96.93945
"Rolette County, ND","Rolette+County,+ND",48.77212,-99.85439
"Sargent County, ND","Sargent+County,+ND",46.10884,-97.63352
"Sheridan County, ND","Sheridan+County,+ND",47.58733,-100.35316
"Sioux County, ND","Sioux+County,+ND",46.18638,-100.89818
"Slope County, ND","Slope+County,+ND",46.45499,-103.4851
"Stark County, ND","Stark+County,+ND",46.82004,-102.66397
"Steele County, ND","Steele+County,+ND",47.45561,-97.72936
"Stutsman County, ND","Stutsman+County,+ND",46.97886,-98.94276
"Towner County, ND","Towner+County,+ND",48.68514,-99.2317
"Traill County, ND","Traill+County,+ND",47.45491,-97.16405
"Walsh County, ND","Walsh+County,+ND",48.36867,-97.72375
"Ward County, ND","Ward+County,+ND",48.32737,-101.46816
"Wells County, ND","Wells+County,+ND",47.58715,-99.64945
"Williams County, ND","Williams+County,+ND",48.29514,-103.43709
"Adams County, OH","Adams+County,+OH",38.82597,-83.47942
"Allen County, OH","Allen+County,+OH",40.78176,-84.13857
"Ashland County, OH","Ashland+County,+OH",40.81027,-82.26777
"Ashtabula County, OH","Ashtabula+County,+OH",41.91288,-80.76068
"Athens County, OH","Athens+County,+OH",39.36835,-82.07065
"Auglaize County, OH","Auglaize+County,+OH",40.52033,-84.22463
"Belmont County, OH","Belmont+County,+OH",40.01135,-80.9863
"Brown County, OH","Brown+County,+OH",38.94695,-83.85475
"Butler County, OH","Butler+County,+OH",39.44098,-84.57754
"Carroll County, OH","Carroll+County,+OH",40.57694,-81.09196
"Champaign County, OH","Champaign+County,+OH",40.14181,-83.76408
"Clark County, OH","Clark+County,+OH",39.9042,-83.79759
"Clermont County, OH","Clermont+County,+OH",39.0206,-84.16957
"Clinton County, OH","Clinton+County,+OH",39.39614,-83.79139
"Columbiana County, OH","Columbiana+County,+OH",40.7563,-80.80305
"Coshocton County, OH","Coshocton+County,+OH",40.30361,-81.90567
"Crawford County, OH","Crawford+County,+OH",40.84991,-82.91858
"Cuyahoga County, OH","Cuyahoga+County,+OH",41.67619,-81.72996
"Darke County, OH","Darke+County,+OH",40.13534,-84.61936
"Defiance County, OH","Defiance+County,+OH",41.29664,-84.51556
"Delaware County, OH","Delaware+County,+OH",40.28493,-82.99968
"Erie County, OH","Erie+County,+OH",41.49155,-82.52378
"Fairfield County, OH","Fairfield+County,+OH",39.74774,-82.61616
"Fayette County, OH","Fayette+County,+OH",39.54716,-83.44131
"Franklin County, OH","Franklin+County,+OH",39.96918,-83.01303
"Fulton County, OH","Fulton+County,+OH",41.60265,-84.13185
"Gallia County, OH","Gallia+County,+OH",38.80892,-82.38913
"Geauga County, OH","Geauga+County,+OH",41.53107,-81.1969
"Greene County, OH","Greene+County,+OH",39.70062,-83.88037
"Guernsey County, OH","Guernsey+County,+OH",40.03078,-81.47696
"Hamilton County, OH","Hamilton+County,+OH",39.16678,-84.55791
"Hancock County, OH","Hancock+County,+OH",40.99336,-83.65047
"Hardin County, OH","Hardin+County,+OH",40.66201,-83.64983
"Harrison County, OH","Harrison+County,+OH",40.29653,-81.10521
"Henry County, OH","Henry+County,+OH",41.32675,-84.05535
"Highland County, OH","Highland+County,+OH",39.19883,-83.61
"Hocking County, OH","Hocking+County,+OH",39.51149,-82.4498
"Holmes County, OH","Holmes+County,+OH",40.55621,-81.92226
"Huron County, OH","Huron+County,+OH",41.14151,-82.58801
"Jackson County, OH","Jackson+County,+OH",39.02613,-82.61759
"Jefferson County, OH","Jefferson+County,+OH",40.37694,-80.74145
"Knox County, OH","Knox+County,+OH",40.4061,-82.41435
"Lake County, OH","Lake+County,+OH",41.91075,-81.24675
"Lawrence County, OH","Lawrence+County,+OH",38.62608,-82.55746
"Licking County, OH","Licking+County,+OH",40.0951,-82.47739
"Logan County, OH","Logan+County,+OH",40.38405,-83.76937
"Lorain County, OH","Lorain+County,+OH",41.46975,-82.15893
"Lucas County, OH","Lucas+County,+OH",41.68738,-83.49615
"Madison County, OH","Madison+County,+OH",39.90348,-83.39881
"Mahoning County, OH","Mahoning+County,+OH",41.01713,-80.76046
"Marion County, OH","Marion+County,+OH",40.56941,-83.188
"Medina County, OH","Medina+County,+OH",41.13275,-81.92851
"Meigs County, OH","Meigs+County,+OH",39.03959,-82.05655
"Mercer County, OH","Mercer+County,+OH",40.54,-84.62909
"Miami County, OH","Miami+County,+OH",40.03994,-84.23266
"Monroe County, OH","Monroe+County,+OH",39.70463,-81.05644
"Montgomery County, OH","Montgomery+County,+OH",39.75065,-84.29151
"Morgan County, OH","Morgan+County,+OH",39.61011,-81.81101
"Morrow County, OH","Morrow+County,+OH",40.5289,-82.80033
"Muskingum County, OH","Muskingum+County,+OH",39.96111,-81.96244
"Noble County, OH","Noble+County,+OH",39.76849,-81.50709
"Ottawa County, OH","Ottawa+County,+OH",41.64307,-82.95244
"Paulding County, OH","Paulding+County,+OH",41.1214,-84.57268
"Perry County, OH","Perry+County,+OH",39.74029,-82.22434
"Pickaway County, OH","Pickaway+County,+OH",39.64014,-83.04605
"Pike County, OH","Pike+County,+OH",39.07289,-83.08883
"Portage County, OH","Portage+County,+OH",41.16803,-81.19743
"Preble County, OH","Preble+County,+OH",39.74291,-84.64811
"Putnam County, OH","Putnam+County,+OH",41.0135,-84.11141
"Richland County, OH","Richland+County,+OH",40.77279,-82.55246
"Ross County, OH","Ross+County,+OH",39.34187,-83.06506
"Sandusky County, OH","Sandusky+County,+OH",41.37706,-83.13094
"Scioto County, OH","Scioto+County,+OH",38.7933,-82.96193
"Seneca County, OH","Seneca+County,+OH",41.1244,-83.1279
"Shelby County, OH","Shelby+County,+OH",40.3336,-84.21926
"Stark County, OH","Stark+County,+OH",40.81163,-81.36749
"Summit County, OH","Summit+County,+OH",41.12885,-81.53981
"Trumbull County, OH","Trumbull+County,+OH",41.31749,-80.76107
"Tuscarawas County, OH","Tuscarawas+County,+OH",40.44057,-81.48946
"Union County, OH","Union+County,+OH",40.30701,-83.39605
"Van Wert County, OH","Van+Wert+County,+OH",40.83757,-84.5713
"Vinton County, OH","Vinton+County,+OH",39.21194,-82.51509
"Warren County, OH","Warren+County,+OH",39.42226,-84.16557
"Washington County, OH","Washington+County,+OH",39.43065,-81.5159
"Wayne County, OH","Wayne+County,+OH",40.82934,-81.88715
"Williams County, OH","Williams+County,+OH",41.56593,-84.59306
"Wood County, OH","Wood+County,+OH",41.39265,-83.64974
"Wyandot County, OH","Wyandot+County,+OH",40.84014,-83.31395
"Adair County, OK","Adair+County,+OK",35.89994,-94.66236
"Alfalfa County, OK","Alfalfa+County,+OK",36.73098,-98.32528
"Atoka County, OK","Atoka+County,+OK",34.41856,-95.96224
"Beaver County, OK","Beaver+County,+OK",36.75082,-100.47896
"Beckham County, OK","Beckham+County,+OK",35.26933,-99.68248
"Blaine County, OK","Blaine+County,+OK",35.85844,-98.41949
"Bryan County, OK","Bryan+County,+OK",33.92169,-96.24536
"Caddo County, OK","Caddo+County,+OK",35.20326,-98.35472
"Canadian County, OK","Canadian+County,+OK",35.52393,-97.98888
"Carter County, OK","Carter+County,+OK",34.28892,-97.2479
"Cherokee County, OK","Cherokee+County,+OK",35.90001,-95.04312
"Choctaw County, OK","Choctaw+County,+OK",34.00988,-95.5473
"Cimarron County, OK","Cimarron+County,+OK",36.7501,-102.51705
"Cleveland County, OK","Cleveland+County,+OK",35.15261,-97.29105
"Coal County, OK","Coal+County,+OK",34.59286,-96.30212
"Comanche County, OK","Comanche+County,+OK",34.63079,-98.48404
"Cotton County, OK","Cotton+County,+OK",34.28459,-98.3744
"Craig County, OK","Craig+County,+OK",36.75483,-95.21548
"Creek County, OK","Creek+County,+OK",35.90118,-96.32459
"Custer County, OK","Custer+County,+OK",35.6385,-99.00458
"Delaware County, OK","Delaware+County,+OK",36.41601,-94.8051
"Dewey County, OK","Dewey+County,+OK",35.98839,-99.00852
"Ellis County, OK","Ellis+County,+OK",36.21771,-99.79807
"Garfield County, OK","Garfield+County,+OK",36.37904,-97.78281
"Garvin County, OK","Garvin+County,+OK",34.68097,-97.24765
"Grady County, OK","Grady+County,+OK",35.02962,-97.88175
"Grant County, OK","Grant+County,+OK",36.79607,-97.78626
"Greer County, OK","Greer+County,+OK",34.92083,-99.51435
"Harmon County, OK","Harmon+County,+OK",34.76852,-99.86027
"Harper County, OK","Harper+County,+OK",36.79743,-99.64926
"Haskell County, OK","Haskell+County,+OK",35.25808,-95.13261
"Hughes County, OK","Hughes+County,+OK",35.02845,-96.28962
"Jackson County, OK","Jackson+County,+OK",34.59673,-99.37488
"Jefferson County, OK","Jefferson+County,+OK",34.06906,-97.84013
"Johnston County, OK","Johnston+County,+OK",34.31002,-96.67013
"Kay County, OK","Kay+County,+OK",36.79644,-97.10739
"Kingfisher County, OK","Kingfisher+County,+OK",35.945,-97.94287
"Kiowa County, OK","Kiowa+County,+OK",34.85934,-98.90056
"Latimer County, OK","Latimer+County,+OK",34.86951,-95.25265
"Le Flore County, OK","Le+Flore+County,+OK",34.94733,-94.68741
"Lincoln County, OK","Lincoln+County,+OK",35.70253,-96.88061
"Logan County, OK","Logan+County,+OK",35.94455,-97.43989
"Love County, OK","Love+County,+OK",33.89401,-97.34942
"McClain County, OK","McClain+County,+OK",35.09556,-97.53554
"McCurtain County, OK","McCurtain+County,+OK",34.06171,-94.81524
"McIntosh County, OK","McIntosh+County,+OK",35.34717,-95.66316
"Major County, OK","Major+County,+OK",36.33399,-98.53253
"Marshall County, OK","Marshall+County,+OK",33.99874,-96.7766
"Mayes County, OK","Mayes+County,+OK",36.2925,-95.2206
"Murray County, OK","Murray+County,+OK",34.48466,-97.11643
"Muskogee County, OK","Muskogee+County,+OK",35.55919,-95.4203
"Noble County, OK","Noble+County,+OK",36.37955,-97.24664
"Nowata County, OK","Nowata+County,+OK",36.79838,-95.62076
"Okfuskee County, OK","Okfuskee+County,+OK",35.46451,-96.26448
"Oklahoma County, OK","Oklahoma+County,+OK",35.55143,-97.40751
"Okmulgee County, OK","Okmulgee+County,+OK",35.61692,-95.95283
"Osage County, OK","Osage+County,+OK",36.57957,-96.44733
"Ottawa County, OK","Ottawa+County,+OK",36.8336,-94.80881
"Pawnee County, OK","Pawnee+County,+OK",36.36211,-96.77917
"Payne County, OK","Payne+County,+OK",36.0936,-96.98824
"Pittsburg County, OK","Pittsburg+County,+OK",34.94722,-95.79819
"Pontotoc County, OK","Pontotoc+County,+OK",34.7353,-96.66939
"Pottawatomie County, OK","Pottawatomie+County,+OK",35.18138,-96.95944
"Pushmataha County, OK","Pushmataha+County,+OK",34.41892,-95.41285
"Roger Mills County, OK","Roger+Mills+County,+OK",35.71747,-99.68853
"Rogers County, OK","Rogers+County,+OK",36.33637,-95.62388
"Seminole County, OK","Seminole+County,+OK",35.16206,-96.60885
"Sequoyah County, OK","Sequoyah+County,+OK",35.46521,-94.76604
"Stephens County, OK","Stephens+County,+OK",34.48539,-97.85095
"Texas County, OK","Texas+County,+OK",36.74893,-101.49284
"Tillman County, OK","Tillman+County,+OK",34.37671,-98.94127
"Tulsa County, OK","Tulsa+County,+OK",36.1402,-96.02981
"Wagoner County, OK","Wagoner+County,+OK",35.96406,-95.52014
"Washington County, OK","Washington+County,+OK",36.71145,-95.90507
"Washita County, OK","Washita+County,+OK",35.28138,-98.99405
"Woods County, OK","Woods+County,+OK",36.69536,-98.79259
"Woodward County, OK","Woodward+County,+OK",36.49036,-99.28284
"Baker County, OR","Baker+County,+OR",44.66808,-117.79837
"Benton County, OR","Benton+County,+OR",44.49888,-123.40446
"Clackamas County, OR","Clackamas+County,+OR",45.17359,-122.24454
"Clatsop County, OR","Clatsop+County,+OR",46.03359,-123.6437
"Columbia County, OR","Columbia+County,+OR",45.95508,-123.08606
"Coos County, OR","Coos+County,+OR",43.13913,-124.0609
"Crook County, OR","Crook+County,+OR",44.13062,-120.32219
"Curry County, OR","Curry+County,+OR",42.47545,-124.21275
"Deschutes County, OR","Deschutes+County,+OR",44.00185,-121.40633
"Douglas County, OR","Douglas+County,+OR",43.32202,-122.88917
"Gilliam County, OR","Gilliam+County,+OR",45.43887,-120.24377
"Grant County, OR","Grant+County,+OR",44.47785,-119.01026
"Harney County, OR","Harney+County,+OR",43.01987,-119.08034
"Hood River County, OR","Hood+River+County,+OR",45.49202,-121.67227
"Jackson County, OR","Jackson+County,+OR",42.49965,-122.75619
"Jefferson County, OR","Jefferson+County,+OR",44.60784,-121.09353
"Josephine County, OR","Josephine+County,+OR",42.38956,-123.63408
"Klamath County, OR","Klamath+County,+OR",42.80493,-121.81684
"Lake County, OR","Lake+County,+OR",42.80516,-120.64677
"Lane County, OR","Lane+County,+OR",43.8638,-122.74928
"Lincoln County, OR","Lincoln+County,+OR",44.66163,-123.83249
"Linn County, OR","Linn+County,+OR",44.49903,-122.52379
"Malheur County, OR","Malheur+County,+OR",43.22093,-117.62743
"Marion County, OR","Marion+County,+OR",44.98445,-122.80368
"Morrow County, OR","Morrow+County,+OR",45.45978,-119.57515
"Multnomah County, OR","Multnomah+County,+OR",45.58064,-122.66469
"Polk County, OR","Polk+County,+OR",44.89799,-123.42837
"Sherman County, OR","Sherman+County,+OR",45.41014,-120.68587
"Tillamook County, OR","Tillamook+County,+OR",45.41384,-123.71398
"Umatilla County, OR","Umatilla+County,+OR",45.49841,-118.63144
"Union County, OR","Union+County,+OR",45.40874,-118.04626
"Wallowa County, OR","Wallowa+County,+OR",45.53935,-117.1278
"Wasco County, OR","Wasco+County,+OR",45.26327,-121.25258
"Washington County, OR","Washington+County,+OR",45.54882,-123.09853
"Wheeler County, OR","Wheeler+County,+OR",44.68765,-120.01983
"Yamhill County, OR","Yamhill+County,+OR",45.25446,-123.23235
"Adams County, PA","Adams+County,+PA",39.89482,-77.22581
"Allegheny County, PA","Allegheny+County,+PA",40.43444,-80.00591
"Armstrong County, PA","Armstrong+County,+PA",40.84766,-79.4535
"Beaver County, PA","Beaver+County,+PA",40.6662,-80.33348
"Bedford County, PA","Bedford+County,+PA",40.02472,-78.48313
"Berks County, PA","Berks+County,+PA",40.40704,-75.92936
"Blair County, PA","Blair+County,+PA",40.49277,-78.3484
"Bradford County, PA","Bradford+County,+PA",41.77196,-76.51074
"Bucks County, PA","Bucks+County,+PA",40.32851,-75.12972
"Butler County, PA","Butler+County,+PA",40.92128,-79.92618
"Cambria County, PA","Cambria+County,+PA",40.48431,-78.73323
"Cameron County, PA","Cameron+County,+PA",41.4176,-78.20427
"Carbon County, PA","Carbon+County,+PA",40.93465,-75.74925
"Centre County, PA","Centre+County,+PA",40.97225,-77.80648
"Chester County, PA","Chester+County,+PA",39.9833,-75.70725
"Clarion County, PA","Clarion+County,+PA",41.20229,-79.43793
"Clearfield County, PA","Clearfield+County,+PA",40.98897,-78.4439
"Clinton County, PA","Clinton+County,+PA",41.22065,-77.62418
"Columbia County, PA","Columbia+County,+PA",41.04263,-76.39767
"Crawford County, PA","Crawford+County,+PA",41.66598,-80.06603
"Cumberland County, PA","Cumberland+County,+PA",40.13645,-77.31877
"Dauphin County, PA","Dauphin+County,+PA",40.39017,-76.83728
"Delaware County, PA","Delaware+County,+PA",39.93433,-75.37783
"Elk County, PA","Elk+County,+PA",41.41586,-78.75681
"Erie County, PA","Erie+County,+PA",42.17444,-80.14073
"Fayette County, PA","Fayette+County,+PA",39.93215,-79.65461
"Forest County, PA","Forest+County,+PA",41.47569,-79.23537
"Franklin County, PA","Franklin+County,+PA",40.00484,-77.70642
"Fulton County, PA","Fulton+County,+PA",39.94384,-78.09311
"Greene County, PA","Greene+County,+PA",39.87066,-80.2242
"Huntingdon County, PA","Huntingdon+County,+PA",40.40253,-78.04848
"Indiana County, PA","Indiana+County,+PA",40.63998,-79.09408
"Jefferson County, PA","Jefferson+County,+PA",41.14127,-79.00509
"Juniata County, PA","Juniata+County,+PA",40.47863,-77.50341
"Lackawanna County, PA","Lackawanna+County,+PA",41.40193,-75.64051
"Lancaster County, PA","Lancaster+County,+PA",40.01875,-76.23389
"Lawrence County, PA","Lawrence+County,+PA",40.98971,-80.34181
"Lebanon County, PA","Lebanon+County,+PA",40.37548,-76.44332
"Lehigh County, PA","Lehigh+County,+PA",40.60315,-75.5836
"Luzerne County, PA","Luzerne+County,+PA",41.16469,-75.95405
"Lycoming County, PA","Lycoming+County,+PA",41.33274,-77.05517
"McKean County, PA","McKean+County,+PA",41.80099,-78.57741
"Mercer County, PA","Mercer+County,+PA",41.28094,-80.25943
"Mifflin County, PA","Mifflin+County,+PA",40.60367,-77.64734
"Monroe County, PA","Monroe+County,+PA",41.03363,-75.29201
"Montgomery County, PA","Montgomery+County,+PA",40.21207,-75.3628
"Montour County, PA","Montour+County,+PA",41.02728,-76.66276
"Northampton County, PA","Northampton+County,+PA",40.75266,-75.39921
"Northumberland County, PA","Northumberland+County,+PA",40.88982,-76.6902
"Perry County, PA","Perry+County,+PA",40.40673,-77.2688
"Philadelphia County, PA","Philadelphia+County,+PA",40.00186,-75.13837
"Pike County, PA","Pike+County,+PA",41.34168,-75.05077
"Potter County, PA","Potter+County,+PA",41.73763,-77.90399
"Schuylkill County, PA","Schuylkill+County,+PA",40.72248,-76.15503
"Snyder County, PA","Snyder+County,+PA",40.76268,-77.10652
"Somerset County, PA","Somerset+County,+PA",40.00335,-79.04178
"Sullivan County, PA","Sullivan+County,+PA",41.43296,-76.50985
"Susquehanna County, PA","Susquehanna+County,+PA",41.82023,-75.80101
"Tioga County, PA","Tioga+County,+PA",41.77195,-77.25035
"Union County, PA","Union+County,+PA",40.97813,-77.04798
"Venango County, PA","Venango+County,+PA",41.39817,-79.73882
"Warren County, PA","Warren+County,+PA",41.81179,-79.28088
"Washington County, PA","Washington+County,+PA",40.21486,-80.23857
"Wayne County, PA","Wayne+County,+PA",41.61594,-75.26111
"Westmoreland County, PA","Westmoreland+County,+PA",40.36041,-79.38671
"Wyoming County, PA","Wyoming+County,+PA",41.51474,-76.00731
"York County, PA","York+County,+PA",39.97312,-76.74286
